Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1386,11052,39254,39270,10985,1949,911,771
1080,1293,453,438,1025,4602,15455,31113
760,913,478,604,643,1383,699,664
60447,61026,25521,14939,23469,24446,12838,4154
896,946,374,779,1611,5049,17250,33449
971,7837,27179,27043,8045,1965,370,867
38168,38263,14260,2328,654,2103,448,741
1179,10002,35143,35273,10028,1862,581,838
483,931,263,564,1472,8584,35912,36138
13729,51661,51728,14078,1944,1108,681,909
860,1854,3537,12314,23594,23750,12309,4109
1089,1216,480,3035,16939,43068,55377,48914
599,1493,136,717,1196,8452,36397,36416
1093,1047,4262,13453,26765,26827,13762,4181
640,1034,4304,15106,29623,31050,15180,5025
258,1098,814,5103,27407,65535,65535,27169
615,1272,651,604,1039,1419,913,1218
1278,2380,13455,53708,65535,62411,50022,21373
872,1521,381,368,1440,10304,44239,45006
785,1799,3440,12074,23622,23053,11929,4226
750,1381,1034,3233,17107,40335,39455,17048
1164,10724,37530,37785,10220,1687,369,1018
60714,61622,27243,22637,38483,39019,19374,5798
1015,1130,180,459,951,990,518,1179
755,1796,5663,19526,38577,39129,19282,5902
845,666,702,349,762,4618,18628,36272
61448,61401,22844,3405,1260,2415,846,1199
12878,47044,45879,13031,2234,1457,724,833
659,1254,348,186,1173,891,754,664
611,2353,5750,20020,39013,40230,20259,6050
1246,1884,4586,15103,30478,30331,15810,4567
58279,58538,21370,3329,764,1362,613,1061
873,1225,916,495,1161,4840,21132,40860
461,1940,15028,59033,59352,15831,1454,831
465,755,110,817,1036,5925,22860,44421
1223,8256,27595,27259,7717,1808,738,1268
1025,1875,3595,11805,23601,24212,12201,3652
1128,7655,27972,27284,7923,1100,627,829
603,459,530,651,1146,5614,21957,42487
790,1052,643,619,1236,3832,13042,25110
1275,832,464,714,1313,3876,13588,27527
811,1087,691,588,474,1460,668,926
966,1184,657,835,761,1346,907,860
964,1898,3783,11951,24014,24342,12421,3972
806,1358,1251,4230,25113,61052,61439,25416
12451,46648,60320,65535,63211,16822,1807,1330
35585,36251,13375,2021,1076,1751,498,763
421,947,676,711,638,1590,669,757
815,1965,12866,47324,48010,12985,1374,1160
50059,50452,18254,2903,1057,1263,522,844
712,866,609,348,1023,4943,15751,31375
65535,65535,65535,16449,2026,1198,482,1313
704,1958,5056,17497,34554,34391,17405,5426
591,2422,15138,59209,59670,15692,1705,1292
443,2058,3595,11850,22833,24242,12213,4297
1106,7378,24343,24535,6671,1480,795,1328
689,2009,16245,61992,62366,17449,1629,898
39237,38805,14822,2525,678,1340,565,1739
870,576,723,711,914,1328,779,1037
39296,39865,14592,2212,1081,1586,971,835
63512,63347,23372,3700,1005,1762,696,1141
902,1392,4239,14990,29428,30121,14390,4174
949,919,387,4292,25323,60397,60639,26315
1202,1538,3834,11634,23000,24508,12247,4270
677,1207,429,265,1766,10577,45274,45751
685,1621,583,608,1105,4870,20252,39354
13241,49655,48693,13647,1787,1377,781,1092
1362,1424,5546,18985,37022,37752,19606,5452
1183,7295,23604,23835,7171,2212,341,916
769,1183,707,437,285,3836,15435,28980
651,265,543,393,1217,4747,20194,37949
988,1650,3909,14356,27697,28271,13959,4561
788,2106,14734,55954,56663,15824,1365,862
11626,43851,42722,11907,1597,1370,345,1032
818,1171,708,3268,17115,40637,41653,17141
920,1601,788,4943,28728,65535,65535,28848
547,1558,452,471,1134,5319,18963,37414
10743,40305,39229,11003,1029,1153,1024,838
9816,35830,35607,9844,1658,1626,443,1358
730,1809,728,4723,26803,65133,64844,26812
9767,35894,34975,9694,1680,1019,303,678
1714,8706,41082,65535,65535,18980,1929,741
920,1743,220,628,916,3589,13461,27693
1261,1303,573,352,1455,4278,19193,36490
60748,61745,23016,3620,1203,1677,660,823
13152,46583,46190,13000,1682,2002,735,1047
659,886,1024,4504,27123,65535,65342,26900
1002,1156,664,566,382,1356,761,926
11987,43067,42513,11354,1594,1477,514,694
767,1936,3614,15669,46100,65535,65535,26416
404,1068,340,486,524,1162,630,1115
560,1791,4348,16377,32049,32389,16233,5579
61795,61799,23184,3527,1391,4162,17813,35142
16529,57274,56337,15627,2429,10548,44075,43419
962,1286,381,741,1037,1919,498,1042
870,887,358,321,1003,8787,35447,35666
1069,623,485,662,950,3750,13133,26176
574,1807,1107,3781,21623,52794,52047,21964
1009,1103,691,551,1222,4929,19075,36560
14043,50851,50479,13963,2193,1171,709,1125
12589,43706,42676,11722,1561,1396,857,773
911,2859,15254,58234,58351,16151,1853,918
541,2182,5485,19769,39117,38699,20032,6113
890,1680,724,340,1154,1360,797,635
13370,49063,62567,65535,60546,15619,1439,1218
1082,11034,39169,39415,10779,1908,902,775
35261,35956,13455,2270,746,958,678,890
979,1693,772,91,1085,1419,452,452
1079,7555,27253,27431,7578,1221,907,1245
53313,53481,20237,2990,553,1352,404,1219
925,996,536,3009,16851,40775,40259,16961
856,1090,611,467,1188,10505,43076,43530
942,1069,4492,15207,30753,31262,15251,4729
688,1513,429,712,1232,4328,17612,35053
1169,1352,298,697,683,10383,40683,40973
1393,10550,37668,37688,10400,1973,824,928
38027,37874,13915,2500,892,1317,857,1214
13795,49517,48388,13529,1819,719,833,955
1329,10081,35492,35821,9764,2146,996,836
13839,50651,50354,13889,2318,1213,455,761
56439,64662,51811,34270,8827,2430,868,814
793,1338,462,584,1113,5127,19363,37573
532,1138,979,4011,20683,51456,50690,21221
539,1926,11458,44340,44205,12180,1093,466
822,1861,5193,19030,36746,37773,18963,5927
539,1298,583,505,686,1805,929,792
575,872,493,518,621,2054,674,1149
510,1233,476,525,1008,6495,25770,25452
856,1957,5664,19760,39017,42463,36510,40158
14389,52114,51096,14193,1994,761,753,1158
55397,56146,20729,3059,871,1547,1024,810
1068,1019,1156,3191,18467,43688,42553,18325
9250,33425,32249,9130,1279,1258,250,1181
363,1505,11496,44545,45613,12383,1640,1617
683,1761,3982,12931,25588,25957,12776,4267
11514,40397,39698,11224,2163,1334,664,1591
415,1458,5636,19921,39632,40646,20286,6267
11271,41252,40674,11635,1238,1353,529,1338
38336,38118,14350,2467,1031,1155,766,780
13366,47489,47238,12947,1696,1499,665,1543
875,1096,612,549,726,870,1037,853
1127,7015,23730,23844,6711,1705,497,1210
983,1119,658,4273,20665,51385,50110,21760
58592,65535,58908,13821,2328,1273,723,912
1882,9953,33740,33504,9291,1457,604,1485
747,1000,673,3926,22153,51340,51206,21609
952,7261,23264,23509,6788,1817,495,951
530,1650,5208,19174,37251,37408,19571,5423
759,1933,5128,19274,36777,37776,19404,5722
686,1130,396,552,1018,8045,30817,31876
395,1142,848,608,1093,4077,18750,36683
776,1839,12940,50095,50228,13600,1469,498
827,1045,652,685,1597,1876,1460,1392
711,1236,716,2835,16059,39375,38834,16650
57379,57997,21135,3256,436,1309,615,894
933,1340,1338,4110,23032,54662,54142,22769
1478,8570,29478,28612,7671,1946,1146,748
1218,9146,30060,29696,8446,2024,476,744
11129,40151,39033,13633,17714,40426,39744,17313
876,2267,693,4661,25382,62636,61464,25628
53841,54772,19941,3471,785,1398,599,1141
11919,43250,42489,11835,1346,1593,1293,1189
841,1930,5305,19424,37642,38562,19885,5539
1252,1166,172,546,1123,4430,13913,26722
9242,33332,33002,9386,809,1256,549,541
602,1653,3540,11632,22998,23418,11965,3881
836,1940,16612,62258,62691,17825,1676,758
9729,35048,34328,9433,1557,1999,598,883
1275,8528,28218,28218,8106,2105,1001,1027
1324,9109,43366,65535,63257,15699,1359,679
492,1117,714,4838,26171,64431,63160,26916
718,912,727,487,979,4296,16383,31736
13857,48741,48263,13321,1938,1457,286,527
9177,33487,33078,9010,1385,1343,912,1096
803,1670,3799,13905,27508,28780,14172,4830
10657,38273,37678,10264,1713,657,480,488
739,1904,13987,53974,54422,15139,1394,1249
554,1514,431,584,1212,9098,34381,34843
738,1240,985,757,1344,7488,30075,29823
9593,34362,37785,27435,37446,37122,18991,5889
1118,1359,443,361,1240,5906,22303,45352
873,1203,820,416,950,3750,15570,32288
898,1323,5677,20286,39073,40196,19985,6407
971,1195,624,835,918,1488,564,1098
50335,50606,18822,2845,1308,1030,1134,1447
1116,1267,474,533,1018,1057,1045,1104
763,1701,936,4198,21329,53089,52535,22263
38954,38651,14429,2333,1294,5500,22583,43724
986,1149,559,3508,21020,48910,49042,20827
1335,10376,36672,39912,30648,53288,51281,22058
55465,55647,20759,3247,958,1560,672,727
680,2395,15665,60530,60658,16413,1368,922
10468,37042,51186,65535,62995,17076,1894,1068
1006,1111,667,4429,24456,58999,57927,24326
39393,40336,14786,2306,757,1001,1030,883
1592,1094,558,414,1032,1742,598,1456
10295,36148,35574,9718,2238,9922,41410,41627
907,2489,15451,58495,58680,16097,1934,1053
50687,51132,18803,3059,966,1483,633,1187
381,1609,510,627,1560,7564,27849,27945
10640,39512,53879,65535,65535,18219,1759,928
451,1676,433,592,838,4507,20077,39217
10531,37800,36958,10123,1374,1578,1045,837
646,896,616,512,859,4706,18165,35344
853,484,443,476,1170,5090,20710,41324
581,819,806,3345,18779,45633,45023,19037
1333,9002,29893,29840,8523,2057,492,486
201,1223,509,265,1051,2038,1030,923
46183,52890,43037,28869,7602,1625,298,869
615,1833,15243,57169,56982,15016,1735,487
333,1789,12511,46182,46494,13226,1430,853
686,1584,3661,11203,22254,22710,11662,3803
743,2194,12866,48201,48488,13958,1460,1161
12956,45265,44634,12550,1839,2014,375,1302
9527,35813,35357,10010,1346,1552,987,1014
36472,36731,13562,1979,1048,1739,915,1180
41800,42063,15779,2526,1267,1247,761,576
621,2004,5591,18837,36075,37183,19484,5774
982,952,503,588,1682,9044,35110,35269
557,1968,11788,44618,44388,12366,1538,1148
1312,10119,35498,35677,10181,2106,867,1342
45244,44553,17221,5577,18862,44283,43703,18258
922,1175,455,680,1493,10510,43316,43438
14264,51269,51292,13880,1684,608,195,1022
636,1893,4940,17094,33193,33446,16820,5531
877,1220,4160,14122,27285,27674,14512,4276
1015,11408,40603,40042,11150,2456,620,697
1125,8873,31914,32494,8754,1815,777,875
1201,1048,567,479,1077,3954,14306,29101
37157,37918,13886,2231,1060,1123,417,1345
995,8842,31350,31148,8440,2245,712,516
58005,57554,21425,3357,851,1995,942,439
1014,1227,644,573,1106,8824,35084,35642
815,646,567,622,1358,7046,27706,28011
1211,579,709,636,1001,3327,13029,26446
1056,1269,593,284,1021,6027,22984,45596
14365,51428,50568,13768,1491,1364,545,1047
777,2572,11668,46326,46377,13006,1346,948
15192,53337,52562,14943,1559,5516,22352,43408
10090,35679,35128,9805,1865,1193,422,1069
769,10645,37661,37458,10426,1689,1190,896
858,569,718,356,1139,4654,15792,32211
1119,1959,12385,45611,46184,12776,1663,860
13214,47294,46822,13327,1745,1165,751,858
566,1302,726,534,817,4696,17072,32872
40120,40581,15650,2622,1099,1208,490,930
922,1005,11382,41414,41542,12530,1429,1054
695,210,481,704,1145,1137,768,984
52998,53313,20053,6557,23135,55695,54677,22907
12194,48920,65535,47826,10332,1587,948,454
1073,1631,441,393,1313,153,1048,806
242,382,811,80,1259,1635,412,1134
10185,33501,33663,9303,1780,1682,608,1417
1142,1206,179,599,1391,4304,17222,34117
966,2323,15431,58853,59237,16224,1564,1220
806,1628,783,212,1131,969,601,1054
41106,41314,15725,2787,1269,775,963,853
938,1492,674,433,1321,5385,21386,42784
831,1151,496,254,752,1371,702,1239
45512,45099,16917,2493,1152,1611,740,1011
621,1188,858,4296,23311,56026,55825,23325
166,1198,693,3436,18588,45222,44457,18707
1238,966,890,276,600,10314,39259,40119
11352,41579,40704,11423,1875,1029,300,912
15481,56734,55890,15308,2192,626,101,1271
59406,59827,21789,3339,825,675,921,978
773,904,310,610,1020,4561,18256,35448
54809,56367,20612,3213,1215,1455,423,668
973,1370,510,5,468,4537,15726,30807
685,1173,1027,262,973,5583,21311,40950
11226,46366,65535,43707,10404,1504,834,1519
857,1238,955,4261,24437,60539,59671,25111
643,1498,120,431,884,5561,21578,42720
1033,1699,3677,13652,26191,26700,13317,4328
803,1561,817,4135,23878,57636,57394,24468
955,1297,745,3647,20563,50440,49297,20757
975,1599,817,603,440,1253,687,976
49496,65535,48820,11329,1360,1889,956,568
45303,44796,17483,2966,1381,658,793,1089
16270,64592,65535,39323,8487,2155,594,774
768,1341,80,588,1016,6960,28950,29862
532,1793,10116,37627,38092,10280,1379,1131
1033,1084,714,519,826,1006,1005,1412
309,1608,4526,16887,32608,33055,16969,5290
720,1144,5074,17650,33999,35320,17510,5038
827,1346,486,462,1451,7214,26328,26376
826,6834,25708,25508,7928,2524,249,1374
897,1653,11144,41388,42049,11478,748,2030
598,1950,15002,57814,58702,15888,1631,1232
995,571,822,739,1022,4191,13502,26624
815,2053,11435,41628,41888,11478,1437,1184
477,1374,3121,11984,22922,23442,11758,4031
782,1380,864,555,967,9045,36040,37202
61417,61299,22903,3955,925,1928,813,1230
437,2027,4792,17165,33070,33847,16761,4690
874,1279,479,294,1027,7196,30289,30429
781,1936,5001,15623,30834,31739,15986,4607
907,1267,725,4007,23553,56706,56428,23633
782,1041,424,617,1075,1293,679,833
1280,1389,4497,16584,32819,33506,17108,5063
388,1703,6150,19935,38907,39234,19996,5868
304,1499,409,1024,802,9675,38742,39476
1042,1663,679,4655,25856,62338,62038,25624
505,1021,373,270,1389,8104,31475,31298
761,1858,16274,62817,64191,17862,1270,1025
876,2609,15521,57776,58211,15158,1505,1284
1380,8604,28944,28965,8410,1743,1085,774
671,1315,662,434,1441,6962,25674,26309
40832,41227,14992,2316,1117,1274,646,827
296,988,872,5428,29512,65535,65535,65535
55640,55361,20388,3019,1391,9780,38491,38354
481,2198,15876,60276,60571,16165,1530,694
724,1461,582,483,893,4334,17174,34215
868,1842,13117,51165,51798,13550,1543,946
638,1863,904,563,1081,9378,39069,38428
1006,8455,28061,27222,8080,2054,562,1097
752,1199,704,3514,18386,44294,43529,18591
629,1629,4678,16427,32492,33701,17130,5404
1445,9421,31705,31272,8863,1277,732,1021
1579,7856,25361,25835,6937,2301,570,978
1002,1069,265,243,1318,8411,31454,31548
54799,55457,20048,3092,1074,1580,643,946
56656,58295,21241,3285,537,1275,894,574
785,1025,536,650,1419,9816,38648,39421
1082,7673,27614,28125,7809,4820,15552,30420
1147,1426,874,503,1324,1254,513,1178
685,1498,612,520,1228,6400,25087,24480
948,1988,15088,56611,57396,16112,1849,900
1864,9350,34864,35027,9629,1414,698,1030
51037,53010,31757,53010,50628,14060,1145,1275
13339,48122,51500,30506,35612,35573,18357,5642
1193,7937,26061,26042,7146,1764,910,1058
600,1361,5021,17668,34555,35732,17649,5432
1287,8779,32129,31595,8700,2288,815,603
889,1019,518,483,1079,9609,40943,41153
772,1390,724,643,916,8862,37227,36952
931,1166,497,172,1063,7882,26367,26617
732,2118,12032,47167,46766,13223,1448,878
817,1699,5636,20480,40429,41122,20898,6843
489,1465,951,175,840,1515,632,707
896,1312,588,527,1319,5220,22755,44841
1008,9918,33674,32901,9318,2284,841,1023
258,1513,585,170,1250,9005,37503,38062
48605,48709,17603,2674,1180,1517,609,914
1155,1234,346,37,746,1081,838,1374
814,1378,785,428,1293,7170,26900,27424
947,1001,564,617,1196,1763,945,1165
15870,56551,56421,15746,1848,1794,912,375
670,1318,515,602,1062,3850,16420,32786
781,1093,775,627,1274,1115,902,928
54818,55103,20209,3391,1281,1910,677,814
512,1335,543,542,1297,6330,26321,26393
36267,37496,14086,5255,18708,45126,44907,19022
10724,38908,38975,11104,1699,1388,550,765
717,1375,448,141,963,665,317,1136
918,1174,620,0,1315,6883,28022,28251
943,1212,240,499,1363,4842,18358,35790
562,721,433,578,751,5363,23244,46000
60242,60903,27426,20986,36192,35912,18349,5753
16046,56034,55530,15240,2206,1629,333,1119
1640,11193,41054,41113,10831,2373,797,1200
646,1410,705,345,1428,1249,458,907
967,2038,4631,15909,30951,31856,16645,4865
534,1129,708,462,983,10812,44235,44311
65535,65535,65535,18330,2294,1705,1139,649
13830,50614,49845,13612,2463,827,897,977
14050,51277,50683,13792,1895,1359,521,876
9654,35424,34498,9740,1485,919,484,933
980,1288,530,311,1638,10743,44855,45697
756,885,878,2825,16935,40597,40371,17272
955,1155,1013,4336,22334,53475,53354,22202
1247,10994,38790,37960,10270,2362,850,814
15840,56891,56336,15387,2099,1123,418,871
1022,1933,12843,48034,48595,13511,1524,1500
917,2041,4506,15247,30267,30705,15499,4983
689,1510,4602,15065,29665,30578,15752,4476
600,2348,5153,17553,33768,35112,17922,5409
555,752,958,4512,25754,61939,61629,25195
12795,46679,46274,13146,1812,1564,1055,1151
875,1181,355,369,502,3870,13753,27586
1035,2154,14977,57283,57552,16329,1714,916
1304,6914,24225,24800,7452,1450,636,830
49327,50114,18257,2755,1046,1595,1108,1158
789,1525,568,556,1517,9936,42883,43805
782,1721,1039,5055,27961,65535,65535,27969
648,1885,16033,60992,60994,23548,34326,33837
10717,38653,37624,10506,1475,2390,644,304
1383,1143,862,4057,22545,61856,65535,60448
1033,10646,39033,39237,10182,2353,705,1122
38655,39200,14797,2265,845,1504,949,1554
1084,1723,1277,5250,29200,65535,65535,29737
855,704,631,614,579,1176,629,1081
828,1627,4867,16089,31748,31608,16085,4560
509,1511,463,144,1045,6636,27012,27062
1124,1742,5323,18167,36036,36293,18685,5423
1034,2070,17422,65535,65535,17572,1821,1057
882,1042,869,3716,20781,49847,49503,20637
61856,61649,23071,3714,1126,1161,771,1331
759,1357,4299,14958,29588,29756,15501,4493
745,1475,424,618,1727,6820,27821,28074
824,1250,551,3228,18285,43297,43109,17815
14383,50739,50287,13858,1420,1497,576,1330
1345,9960,34610,34912,9290,1915,671,1205
1388,1440,5422,18348,36713,37127,19017,5429
1218,8686,31495,31391,8926,2206,1043,914
945,455,1037,4611,28384,65535,65535,28439
1348,1043,425,670,1196,8878,34915,35660
540,1411,367,246,1059,4547,15493,30217
754,1227,689,579,874,4097,16762,33772
35607,36648,13467,2479,1049,4792,16341,32801
37157,37465,13211,2143,1287,1380,846,1026
1768,10324,36494,36686,9829,1810,817,768
11184,40829,39932,11073,1777,1998,842,199
532,1126,441,518,1182,1136,716,882
400,1187,905,527,1398,10953,44171,44476
15151,54477,53842,15029,1618,992,1044,1568
852,964,762,417,1513,10326,42548,42891
849,1071,775,612,1067,1652,409,1288
799,2675,15606,60036,60315,16398,1717,773
622,1248,1365,5198,28869,65535,65535,28704
59164,58811,22230,3255,1277,1560,746,1330
653,1200,1302,5235,28737,65535,65535,28787
1036,1740,5414,19668,38025,39404,19246,6045
977,1234,684,4564,26340,65334,64030,26968
1133,1263,745,687,1014,1154,509,964
948,1340,688,499,1041,1516,789,517
841,1050,523,535,1195,1471,822,1543
570,1271,3216,12273,22676,23803,11911,3866
427,1552,4053,15090,30801,30244,15428,5119
720,1042,927,640,1309,8917,33683,33807
1751,9390,33383,32695,9100,1723,850,425
756,1695,11030,41296,41812,12422,1219,1092
1186,1012,963,3880,20011,52203,65535,48010
1146,1598,607,671,880,3494,14571,28538
851,1377,699,355,979,8783,34583,34539
12251,42900,42371,11904,1541,992,324,1187
1308,1579,4763,16925,34139,34028,17913,5198
51386,51177,19114,3606,1297,791,603,608
58151,65535,59053,40741,10193,2196,878,841
488,1343,1064,569,931,982,810,1546
546,847,572,743,1175,8413,30824,30645
788,1559,721,419,1063,5994,21127,42378
653,2036,10720,42627,43646,12251,1427,719
874,1772,15797,60192,60650,16662,1838,848
750,2700,15698,63529,65535,65535,51537,21234
1256,1614,410,515,923,1076,315,1308
762,1457,5156,18551,36348,41368,39341,46434
1133,1887,4213,16559,32952,34167,16997,5322
9210,32403,31911,8981,1766,1356,196,724
408,1631,3831,16468,44060,65535,56277,21567
802,2157,4447,16120,32083,32150,16135,5174
16507,58576,58641,16033,1855,1533,437,1313
740,1685,383,484,1120,10103,40727,41950
38457,38303,14434,2193,1665,1369,740,1384
602,1984,17040,65535,65535,18271,1476,1082
559,1612,941,4118,22224,52120,52617,22261
827,1608,4743,17467,34916,34501,17978,5454
968,818,683,720,1669,10825,45856,45159
42562,42623,16237,2560,987,1470,987,1220
763,1211,1093,3991,20904,51542,50855,21765
836,736,1113,5117,28570,65535,65535,29067
470,1240,924,507,1111,2189,649,698
962,1711,483,625,538,1420,594,1142
283,1344,1001,434,1263,9277,37947,39441
1441,8963,34973,43835,34728,27202,13893,5031
59196,60343,21703,3352,1237,1779,920,880
37839,37271,14000,2569,989,10390,42515,42976
915,1415,4747,15145,30617,30835,15411,4528
836,1759,3378,11656,23106,23015,11716,3938
1142,1876,594,434,1370,7434,29923,30127
15813,56510,55091,18367,21647,50100,49611,20772
1123,1716,11464,43024,43783,12596,1367,855
1026,2073,15251,57439,58468,16097,1646,913
611,1162,3747,13229,25003,25488,12609,3857
1403,10525,34134,33552,9110,2100,717,1594
11155,45651,65535,44048,10006,2282,890,913
629,3216,16843,65535,65535,18635,2060,680
10443,36059,35257,10161,1329,1313,599,617
11857,40708,41437,11554,1779,1643,703,847
762,1795,810,614,1025,2100,1038,1325
778,2986,18688,65535,65535,39844,13464,4447
1106,6568,22621,22683,6278,1563,920,1143
604,1409,932,286,968,683,233,514
1445,10215,36776,36482,10044,1605,946,1015
586,607,459,533,1835,9982,41442,41161
14361,51585,51937,14402,2471,1453,831,570
847,541,683,96,892,1432,828,556
15228,53971,53425,14836,1957,1153,818,519
11286,46802,65535,46384,10635,2536,667,1107
11834,41009,40653,11157,2010,1517,987,1231
1045,1879,4672,15848,30768,31641,16075,5304
43250,44228,16373,2753,728,1588,449,417
12654,44735,44388,11967,1704,1141,505,1559
1364,10359,38052,37563,10450,2422,719,1341
776,745,739,850,532,962,476,789
1116,1944,5327,17111,32693,33698,17101,5067
606,1036,662,651,528,1206,865,1399
1210,819,1116,4771,25135,62055,61236,25646
905,998,716,426,1163,2092,371,677
15283,55264,54959,14962,2312,1940,951,775
589,767,610,558,932,3609,12899,25187
639,1271,701,394,1306,1810,367,524
15061,55375,55131,15225,2139,1355,688,905
14081,49750,49123,13629,1894,1593,686,1036
14116,51631,50593,13896,1769,1423,1171,476
593,2315,4804,17685,34267,34963,17354,5658
908,1323,513,595,1034,4392,17111,33796
549,756,844,3154,18850,46624,46202,19272
887,1839,14081,53320,53877,15040,1577,854
757,1678,4998,17755,35170,38480,33683,36595
845,985,817,494,665,1698,982,1137
1019,803,981,5034,28518,65535,65535,28855
621,1219,458,416,1278,9439,42668,42850
521,655,1097,4612,26503,62887,61523,26301
658,734,991,545,1187,4966,18268,36672
10806,38976,38025,10328,2066,1483,605,1090
972,793,751,3080,16349,40580,38584,16644
1041,1105,652,605,1261,8040,32850,33656
51783,53048,19836,2977,1146,1571,828,1410
1170,1676,4808,17191,33950,34387,17312,5084
12827,46378,47097,16175,20750,47647,47076,20070
1180,8586,28803,29269,8527,2177,1055,1332
640,789,679,4459,25682,65535,65535,49331
652,1230,817,414,1352,4753,20416,38441
931,938,627,500,1466,5071,21243,42296
895,1152,654,573,1323,7393,28630,28865
1780,11051,37129,36786,10469,1671,905,939
789,635,886,152,857,4071,15852,31055
1187,10207,35806,35780,9541,2139,899,1300
498,1798,299,586,1344,7610,30879,31698
12356,44468,43707,11918,1460,1247,796,422
11290,39568,39238,10608,1897,1738,859,947
895,1713,11229,43868,44473,11733,966,1204
978,571,616,473,805,9280,39174,39062
1363,7192,23053,23319,6701,1713,781,798
1105,8169,26688,26736,7276,1733,739,882
606,1356,749,358,1439,10861,42774,43196
540,2127,5228,19900,38995,39733,20093,5929
785,1242,984,4586,25340,61857,60540,25666
938,9660,36418,35823,9994,2071,1073,921
665,1331,403,819,1192,7173,27778,28320
49363,49884,18352,3087,1061,1350,617,826
950,1663,147,401,543,5068,22159,42655
1220,8151,29016,29153,7759,2127,838,1498
1071,1168,874,5071,28534,65535,65535,29362
884,2283,15445,59091,58746,16502,1824,958
1361,10603,38412,37956,10395,1869,751,1284
870,1033,357,421,1003,4764,20370,40921
9507,32570,31722,8484,1085,1869,436,1157
45789,45642,17203,2769,583,1923,672,1229
616,247,639,558,910,1494,685,1237
745,1617,5068,18130,36038,36513,18266,5649
51148,51589,18815,3048,1252,1050,651,871
443,801,330,715,1651,3713,12723,25951
238,1548,10094,39735,39676,10883,1359,709
1488,11253,40696,40582,11085,9976,36456,36529
1151,1649,10308,39638,39803,11113,1000,507
759,1187,500,463,846,10410,38647,39317
1082,1330,809,3460,21550,51683,50938,21812
45923,45359,17299,5855,21162,50199,48795,21410
1168,8689,31736,44272,39949,33840,17114,5381
648,1914,11404,43373,44275,12089,1523,641
703,1510,799,382,1064,5044,21135,42491
539,538,721,357,1318,10584,42411,42261
773,1129,575,3034,19925,50168,63720,54441
1019,1311,394,647,1574,4639,19610,37783
784,2165,15063,58131,58414,15969,1563,1089
16248,58067,57484,15326,1761,960,903,986
455,1368,688,565,1543,8790,35113,34924
62977,63384,23167,3586,922,1247,566,922
652,1114,699,482,803,1690,579,1078
467,1943,10692,41276,41356,11741,1317,1340
986,1381,3928,14233,28875,29017,14507,4495
15653,57619,56948,15633,2603,782,1019,928
871,1468,574,181,560,878,765,1126
691,960,707,565,1334,10060,40406,39672
13245,46957,46756,13288,1537,1022,801,987
932,1418,623,555,967,1231,490,1801
790,1839,11204,40666,41495,11762,1368,986
294,1338,843,478,772,2017,30,657
1477,8839,30591,30816,8481,1639,830,1323
792,2292,5459,19385,37802,37457,19410,5875
47791,47416,17884,2595,1102,1288,842,579
353,948,1069,4076,22462,55307,54545,22775
685,1834,963,482,769,4148,16876,33321
1366,2037,3508,12560,25539,26085,13421,4378
1070,1817,439,558,976,1258,336,1030
1298,1817,548,539,1140,1701,725,1487
50235,51638,19425,2946,938,775,427,956
560,1548,720,3684,20450,49804,49207,20513
1161,1170,577,4285,22634,54502,53633,22447
44153,44546,16219,2790,835,1070,1054,1014
10854,38432,37937,10240,1460,2139,368,1155
874,1742,672,588,1148,7443,30201,30501
51520,52558,19675,3111,1394,1344,514,1145
717,1408,616,363,1212,4054,16192,32364
61474,61776,23155,3297,1352,971,979,1270
849,2318,12089,44179,45422,12318,1255,756
540,1124,934,5319,29386,65535,65535,28956
10853,39359,39389,10634,1725,1614,480,1233
861,2136,11333,43873,44371,12414,1367,537
1134,7378,24531,24581,7063,1848,852,1114
634,1186,624,327,1154,1275,870,1093
919,1323,861,4000,22595,61858,65535,61412
717,1025,357,326,1023,9828,37200,37937
864,1134,827,3935,21354,51973,51016,21511
835,524,713,647,778,7847,28872,28596
44612,45026,16634,2922,1069,1426,834,1255
1244,10640,41242,41715,11576,1983,852,526
1074,1493,837,4836,25969,62594,62285,25940
565,1814,3820,14417,28346,28355,14408,4639
592,481,856,3734,20351,50184,49660,20508
36957,37465,13700,1942,967,5165,19851,39006
62657,63359,22955,3566,907,1434,680,1115
777,1810,773,720,1085,4723,18854,37272
780,901,661,455,1363,4247,15284,29355
353,584,813,3894,22035,54073,53275,21860
48872,48897,18668,2591,956,1932,715,929
43152,43554,16213,2597,770,1154,716,1263
722,1308,9800,37967,38090,10923,1073,903
794,1441,4429,15258,29695,29766,15378,4598
773,1396,4319,14959,28981,29107,14494,4976
53499,63507,59127,43023,10637,2935,852,707
58417,58300,21951,3443,975,1111,881,1355
990,847,920,5103,29314,65535,65535,29667
1190,10282,34636,34925,9313,1401,491,1300
1443,10491,39252,39331,10763,2381,730,1077
772,1092,1122,3811,20494,49529,48812,20891
756,1084,642,626,978,7913,31640,31601
1356,10855,37334,37704,9894,1272,696,1054
15333,54887,53828,15103,1913,1413,542,1296
893,2267,4955,21145,59324,65535,65535,31839
1543,11171,39978,40266,10704,5838,20213,39699
1452,8031,26994,27678,8458,9459,38254,39086
13371,46519,46938,12612,1810,1859,725,937
38779,38668,14558,2423,582,813,1232,715
848,1014,795,472,840,1622,747,698
1686,7553,26502,26294,6946,1637,902,701
